序号,学号,学院,专业,班级,加权平均成绩,算术平均成绩,能力评价总分,基本素质总分,综合评价总分,加权平均成绩年级专业排名,科研创新总分排名,专业技能总分排名,文体特长总分排名,团学工作总分排名,社会实践总分排名,必修课程门数,必修课程及格门数,体测成绩
2648,1603140142,金融学院,工程造价,造价1601,89.11,89.75,0.50,100,64.16/47,18/47,7/47,20/47,7/47,10/47,4/47,16,16,合格
2649,1603140126,金融学院,工程造价,造价1601,88.22,89.24,2.10,100,64.15/47,21/47,7/47,9/47,3/47,16/47,4/47,21,21,合格
2650,1603140103,金融学院,工程造价,造价1601,86.18,86.47,3.90,100,63.57/47,25/47,2/47,11/47,7/47,16/47,3/47,15,15,合格
2651,1603140109,金融学院,工程造价,造价1601,87.69,88.27,0.40,100,63.35/47,23/47,7/47,20/47,7/47,14/47,4/47,15,15,不合格
2652,1603140123,金融学院,工程造价,造价1601,85.42,86.43,1.55,100,62.45/47,28/47,4/47,20/47,7/47,10/47,4/47,14,14,合格
2653,1603140129,金融学院,工程造价,造价1601,83.06,84.50,4.22,100,61.95/47,35/47,7/47,7/47,6/47,16/47,1/47,14,14,合格
2654,1603140120,金融学院,工程造价,造价1601,83.30,85.59,0.60,100,61.00/47,33/47,7/47,20/47,3/47,16/47,4/47,17,17,合格
2655,1603140141,金融学院,工程造价,造价1601,89.77,90.69,0,0,49.37/47,15/47,7/47,20/47,7/47,16/47,4/47,13,13,合格
2656,1603140116,金融学院,工程造价,造价1601,88.26,89.38,0,0,48.54/47,20/47,7/47,20/47,7/47,16/47,4/47,13,13,不合格
2657,1603140108,金融学院,工程造价,造价1601,88.20,89.33,0,0,48.51/47,22/47,7/47,20/47,7/47,16/47,4/47,15,15,不合格
2658,1603140149,金融学院,工程造价,造价1601,86.73,87.47,0,0,47.70/47,24/47,7/47,20/47,7/47,16/47,4/47,15,15,合格
2659,1603140139,金融学院,工程造价,造价1601,86.00,86.81,0,0,47.30/47,26/47,7/47,20/47,7/47,16/47,4/47,16,16,合格
2660,1603140117,金融学院,工程造价,造价1601,85.76,87.33,0,0,47.17/47,27/47,7/47,20/47,7/47,16/47,4/47,15,15,合格
2661,1603140148,金融学院,工程造价,造价1601,84.79,86.86,0,0,46.63/47,29/47,7/47,20/47,7/47,16/47,4/47,22,22,合格
2662,1603140112,金融学院,工程造价,造价1601,84.75,85.58,0,0,46.61/47,30/47,7/47,20/47,7/47,16/47,4/47,12,12,合格
2663,1603140127,金融学院,工程造价,造价1601,84.63,85.88,0,0,46.55/47,31/47,7/47,20/47,7/47,16/47,4/47,17,17,合格
2664,1603140151,金融学院,工程造价,造价1601,84.09,84.68,0,0,46.25/47,32/47,7/47,20/47,7/47,16/47,4/47,19,19,合格
2665,1603140152,金融学院,工程造价,造价1601,83.25,85.73,0,0,45.79/47,34/47,7/47,20/47,7/47,16/47,4/47,15,15,不合格
2666,1603140101,金融学院,工程造价,造价1601,82.61,85.31,0,0,45.44/47,36/47,7/47,20/47,7/47,16/47,4/47,16,16,合格
2667,1603140133,金融学院,工程造价,造价1601,82.47,80.50,0,0,45.36/47,37/47,7/47,20/47,7/47,16/47,4/47,16,15,不合格
2668,1603140137,金融学院,工程造价,造价1601,81.70,82.86,0,0,44.94/47,38/47,7/47,20/47,7/47,16/47,4/47,14,14,合格
2669,1603140124,金融学院,工程造价,造价1601,80.61,81.50,0,0,44.34/47,39/47,7/47,20/47,7/47,16/47,4/47,16,16,合格
2670,1603140138,金融学院,工程造价,造价1601,80.35,82.00,0,0,44.19/47,40/47,7/47,20/47,7/47,16/47,4/47,16,16,合格
2671,1603140119,金融学院,工程造价,造价1601,79.32,79.81,0,0,43.63/47,41/47,7/47,20/47,7/47,16/47,4/47,16,15,合格
2672,1603140125,金融学院,工程造价,造价1601,76.94,79.53,4.20,0,43.58/47,43/47,7/47,4/47,7/47,4/47,4/47,19,19,合格
2673,1603140111,金融学院,工程造价,造价1601,77.52,79.74,0,0,42.64/47,42/47,7/47,20/47,7/47,16/47,4/47,20,19,合格
2674,1603140114,金融学院,工程造价,造价1601,76.61,78.93,0,0,42.14/47,44/47,7/47,20/47,7/47,16/47,4/47,14,14,合格
2675,1603140147,金融学院,工程造价,造价1601,70.38,74.41,0,0,38.71/47,45/47,7/47,20/47,7/47,16/47,4/47,19,15,不合格
2676,1603140143,金融学院,工程造价,造价1601,63.71,65.71,0,0,35.04/47,46/47,7/47,20/47,7/47,16/47,4/47,26,22,合格
2677,1603140128,金融学院,工程造价,造价1601,54.67,57.96,0,0,30.07/47,47/47,7/47,20/47,7/47,16/47,4/47,24,18,不合格
2678,1603150103,金融学院,保险学(保险精算方向),保精1601,94.68,94.94,17.32,100,72.27/39,2/39,3/39,1/39,2/39,1/39,1/39,16,16,合格
2679,1603150105,金融学院,保险学(保险精算方向),保精1601,96.28,96.41,14.00,100,72.15/39,1/39,3/39,2/39,3/39,3/39,2/39,17,17,合格
2680,1603150108,金融学院,保险学(保险精算方向),保精1601,92.52,92.42,7.40,99,67.96/39,6/39,3/39,4/39,1/39,8/39,5/39,19,19,合格
2681,1603150121,金融学院,保险学(保险精算方向),保精1601,94.05,94.00,3.20,100,67.69/39,3/39,3/39,6/39,8/39,8/39,5/39,15,15,合格
2682,1603150110,金融学院,保险学(保险精算方向),保精1601,93.46,93.33,3.95,99,67.44/39,5/39,3/39,8/39,8/39,6/39,3/39,18,18,合格
2683,1603150135,金融学院,保险学(保险精算方向),保精1601,93.76,93.94,1.70,99,66.93/39,4/39,3/39,10/39,8/39,11/39,5/39,16,16,不合格
2684,1603150124,金融学院,保险学(保险精算方向),保精1601,90.78,91.38,2.45,98,65.36/39,7/39,3/39,10/39,8/39,14/39,3/39,16,16,合格
2685,1603150128,金融学院,保险学(保险精算方向),保精1601,88.33,88.89,4.45,99,64.77/39,11/39,3/39,3/39,8/39,5/39,5/39,19,19,合格
2686,1603150115,金融学院,保险学(保险精算方向),保精1601,90.22,90.88,0.92,99,64.75/39,8/39,2/39,12/39,8/39,14/39,5/39,16,16,合格
2687,1603150118,金融学院,保险学(保险精算方向),保精1601,89.83,90.38,1.35,99,64.66/39,9/39,3/39,12/39,5/39,14/39,5/39,16,16,合格
2688,1603150119,金融学院,保险学(保险精算方向),保精1601,88.97,89.80,2.25,100,64.61/39,10/39,3/39,7/39,8/39,14/39,5/39,15,15,合格
2689,1603150133,金融学院,保险学(保险精算方向),保精1601,87.04,88.58,3.50,98,63.62/39,12/39,3/39,5/39,8/39,8/39,5/39,19,19,合格
2690,1603150102,金融学院,保险学(保险精算方向),保精1601,86.81,87.20,1.50,98,62.90/39,13/39,3/39,8/39,8/39,14/39,5/39,15,15,合格
2691,1603150123,金融学院,保险学(保险精算方向),保精1601,85.70,86.81,3.15,98,62.78/39,17/39,3/39,12/39,5/39,3/39,5/39,16,16,合格
2692,1603150122,金融学院,保险学(保险精算方向),保精1601,85.41,85.79,3.45,98,62.71/39,19/39,3/39,17/39,8/39,2/39,5/39,24,24,合格
2693,1603150117,金融学院,保险学(保险精算方向),保精1601,84.42,84.81,0.48,98,61.28/39,24/39,3/39,18/39,7/39,12/39,5/39,16,16,合格
2694,1603150104,金融学院,保险学(保险精算方向),保精1601,79.33,81.17,4.30,99,59.77/39,29/39,1/39,12/39,3/39,7/39,5/39,24,23,不合格
2695,1603150136,金融学院,保险学(保险精算方向),保精1601,75.61,77.00,1.15,100,56.93/39,34/39,3/39,12/39,8/39,12/39,5/39,20,19,合格
2696,1603150137,金融学院,保险学(保险精算方向),保精1601,86.59,87.11,0,0,47.62/39,14/39,3/39,18/39,8/39,14/39,5/39,19,19,不合格
2697,1603150134,金融学院,保险学(保险精算方向),保精1601,86.10,87.06,0,0,47.36/39,15/39,3/39,18/39,8/39,14/39,5/39,17,17,不合格
2698,1603150126,金融学院,保险学(保险精算方向),保精1601,85.79,86.18,0,0,47.18/39,16/39,3/39,18/39,8/39,14/39,5/39,17,17,合格
2699,1603150132,金融学院,保险学(保险精算方向),保精1601,85.61,86.67,0,0,47.09/39,18/39,3/39,18/39,8/39,14/39,5/39,15,15,不合格
2700,1603050117,金融学院,保险学(保险精算方向),保精1601,85.00,84.80,0,0,46.75/39,20/39,3/39,18/39,8/39,14/39,5/39,15,15,合格
2701,1603150116,金融学院,保险学(保险精算方向),保精1601,84.62,84.89,0,0,46.54/39,21/39,3/39,18/39,8/39,14/39,5/39,19,19,合格
2702,1603150101,金融学院,保险学(保险精算方向),保精1601,84.58,86.33,0,0,46.52/39,22/39,3/39,18/39,8/39,14/39,5/39,18,18,合格
2703,1603150107,金融学院,保险学(保险精算方向),保精1601,84.47,84.94,0,0,46.46/39,23/39,3/39,18/39,8/39,14/39,5/39,16,16,合格
2704,1603150138,金融学院,保险学(保险精算方向),保精1601,83.69,83.82,0,0,46.03/39,25/39,3/39,18/39,8/39,14/39,5/39,17,17,合格
2705,1603150130,金融学院,保险学(保险精算方向),保精1601,83.24,84.83,0,0,45.78/39,26/39,3/39,18/39,8/39,14/39,5/39,18,18,合格
2706,1603150109,金融学院,保险学(保险精算方向),保精1601,81.76,84.06,0,0,44.97/39,27/39,3/39,18/39,8/39,14/39,5/39,18,17,合格
2707,1603150129,金融学院,保险学(保险精算方向),保精1601,81.73,82.11,0,0,44.95/39,28/39,3/39,18/39,8/39,14/39,5/39,18,18,合格
2708,1603150140,金融学院,保险学(保险精算方向),保精1601,78.74,81.05,0,0,43.31/39,30/39,3/39,18/39,8/39,14/39,5/39,20,19,合格
2709,1603150120,金融学院,保险学(保险精算方向),保精1601,78.28,78.91,0,0,43.05/39,31/39,3/39,18/39,8/39,14/39,5/39,22,20,不合格
2710,1603150114,金融学院,保险学(保险精算方向),保精1601,77.68,79.08,0,0,42.72/39,32/39,3/39,18/39,8/39,14/39,5/39,24,23,合格
2711,1603150127,金融学院,保险学(保险精算方向),保精1601,77.04,78.47,0,0,42.37/39,33/39,3/39,18/39,8/39,14/39,5/39,19,19,不合格
2712,1603150106,金融学院,保险学(保险精算方向),保精1601,73.35,75.95,0,0,40.34/39,35/39,3/39,18/39,8/39,14/39,5/39,19,18,合格
2713,1603150131,金融学院,保险学(保险精算方向),保精1601,72.80,73.68,0,0,40.04/39,36/39,3/39,18/39,8/39,14/39,5/39,25,23,合格
2714,1603150113,金融学院,保险学(保险精算方向),保精1601,70.91,72.05,0,0,39.00/39,37/39,3/39,18/39,8/39,14/39,5/39,20,16,合格
2715,1603150141,金融学院,保险学(保险精算方向),保精1601,70.05,71.87,0,0,38.53/39,38/39,3/39,18/39,8/39,14/39,5/39,23,20,合格
2716,1603150112,金融学院,保险学(保险精算方向),保精1601,66.94,67.80,0,0,36.82/39,39/39,3/39,18/39,8/39,14/39,5/39,20,16,不合格
2717,1612040216,金融学院,金融学（中美）,国金1601,95.04,95.07,8.30,100,69.76/39,1/39,1/39,1/39,2/39,1/39,1/39,15,15,合格
2718,1603100113,金融学院,金融学（中美）,国金1601,94.88,95.22,4.85,100,68.64/39,2/39,3/39,3/39,2/39,3/39,1/39,18,18,合格
2719,1606050207,金融学院,金融学（中美）,国金1601,94.38,94.50,5.75,100,68.63/39,4/39,3/39,1/39,2/39,2/39,1/39,18,18,合格
2720,1607010121,金融学院,金融学（中美）,国金1601,94.66,94.50,3.25,100,68.04/39,3/39,3/39,7/39,2/39,5/39,1/39,16,16,合格
2721,1604080125,金融学院,金融学（中美）,国金1601,93.80,93.47,3.25,100,67.56/39,8/39,3/39,7/39,2/39,5/39,1/39,15,15,合格
2722,1604000138,金融学院,金融学（中美）,国金1601,92.87,92.80,3.75,100,67.20/39,12/39,3/39,7/39,2/39,4/39,1/39,15,15,合格
2723,1603030133,金融学院,金融学（中美）,国金1601,92.62,92.68,4.00,100,67.14/39,14/39,3/39,3/39,2/39,5/39,1/39,14,14,合格
2724,1611080118,金融学院,金融学（中美）,国金1601,94.09,94.09,0.75,100,66.97/39,6/39,3/39,7/39,2/39,5/39,8/39,11,11,合格
2725,1605060224,金融学院,金融学（中美）,国金1601,94.23,93.91,0.00,100,66.83/39,5/39,3/39,16/39,2/39,5/39,8/39,11,11,合格
2726,1603030127,金融学院,金融学（中美）,国金1601,93.62,93.81,0.75,100,66.72/39,9/39,3/39,7/39,2/39,5/39,8/39,16,16,合格
2727,1610080142,金融学院,金融学（中美）,国金1601,93.29,93.33,0.75,100,66.53/39,10/39,3/39,7/39,2/39,5/39,8/39,12,12,合格
2728,1605060239,金融学院,金融学（中美）,国金1601,93.27,93.58,0.75,100,66.52/39,11/39,3/39,16/39,1/39,5/39,8/39,12,12,合格
2729,1606010102,金融学院,金融学（中美）,国金1601,92.71,92.50,1.50,100,66.44/39,13/39,3/39,3/39,2/39,5/39,8/39,12,12,合格
2730,1611080112,金融学院,金融学（中美）,国金1601,92.30,92.22,0.75,100,65.99/39,15/39,3/39,7/39,2/39,5/39,8/39,16,16,合格
2731,1611030105,金融学院,金融学（中美）,国金1601,92.24,91.92,0.00,100,65.73/39,16/39,3/39,16/39,2/39,5/39,8/39,12,12,合格
2732,1613030132,金融学院,金融学（中美）,国金1601,91.73,91.93,0.75,100,65.68/39,18/39,3/39,7/39,2/39,5/39,8/39,15,15,合格
2733,1604000425,金融学院,金融学（中美）,国金1601,90.73,90.27,0.75,100,65.13/39,19/39,3/39,7/39,2/39,5/39,8/39,15,15,合格
2734,1611000314,金融学院,金融学（中美）,国金1601,90.59,90.42,0.00,100,64.82/39,20/39,3/39,16/39,2/39,5/39,8/39,12,12,合格
2735,1603100156,金融学院,金融学（中美）,国金1601,89.02,89.27,0.00,100,63.96/39,22/39,3/39,16/39,2/39,5/39,8/39,15,15,合格
2736,1609100134,金融学院,金融学（中美）,国金1601,93.83,93.83,0,0,51.61/39,7/39,3/39,16/39,2/39,5/39,8/39,15,15,合格
2737,1612040105,金融学院,金融学（中美）,国金1601,91.74,91.70,0,0,50.46/39,17/39,3/39,16/39,2/39,5/39,8/39,15,15,合格
2738,201510070132,金融学院,金融学（中美）,国金1601,89.36,89.62,0,0,49.15/39,21/39,3/39,16/39,2/39,5/39,8/39,13,13,合格
2739,1606100145,金融学院,金融学（中美）,国金1601,86.78,86.60,0,0,47.73/39,23/39,3/39,16/39,2/39,5/39,8/39,15,14,合格
2740,1604000649,金融学院,金融学（中美）,国金1601,86.16,86.47,0,0,47.39/39,24/39,3/39,16/39,2/39,5/39,8/39,17,17,合格
2741,1612040117,金融学院,金融学（中美）,国金1601,82.11,83.31,0,0,45.16/39,25/39,3/39,16/39,2/39,5/39,8/39,13,13,不合格
2742,1604000405,金融学院,金融学（中美）,国金1601,82.00,82.00,0,0,45.10/39,26/39,3/39,16/39,2/39,5/39,8/39,1,1,合格
2743,1612040344,金融学院,金融学（中美）,国金1601,80.84,83.27,0,0,44.46/39,27/39,3/39,16/39,2/39,5/39,8/39,11,11,不合格
2744,1606050110,金融学院,金融学（中美）,国金1601,75.00,76.50,0,0,41.25/39,28/39,3/39,16/39,2/39,5/39,8/39,10,9,不合格
2745,1611000204,金融学院,金融学（中美）,国金1601,73.14,78.43,0,0,40.23/39,29/39,3/39,16/39,2/39,5/39,8/39,8,6,合格
2746,1413020106,金融学院,金融学（中美）,国金1601,63.31,62.44,0,0,34.82/39,30/39,3/39,16/39,2/39,5/39,8/39,10,7,合格
2747,1609040118,金融学院,金融学（中美）,国金1601,59.39,66.93,1.95,0,33.25/39,31/39,2/39,6/39,2/39,5/39,8/39,14,10,合格
2748,1602040208,金融学院,金融学（中美）,国金1601,44.00,44.36,0,0,24.20/39,32/39,3/39,16/39,2/39,5/39,8/39,14,7,合格
2749,201511000101,金融学院,金融学（中美）,国金1601,40.23,35.92,0,0,22.13/39,33/39,3/39,16/39,2/39,5/39,8/39,13,4,合格
2750,1610080138,金融学院,金融学（中美）,国金1601,38.43,36.58,0,0,21.14/39,34/39,3/39,16/39,2/39,5/39,8/39,12,5,合格
2751,201509030243,金融学院,金融学（中美）,国金1601,36.18,38.75,0,0,19.90/39,35/39,3/39,16/39,2/39,5/39,8/39,4,2,合格
2752,1604000831,金融学院,金融学（中美）,国金1601,29.00,34.64,0,0,15.95/39,36/39,3/39,16/39,2/39,5/39,8/39,11,5,合格
2753,201510020125,金融学院,金融学（中美）,国金1601,12.14,8.80,0,0,6.68/39,37/39,3/39,16/39,2/39,5/39,8/39,10,1,合格
2754,201502010322,金融学院,金融学（中美）,国金1601,12.00,7.50,0,0,6.60/39,38/39,3/39,16/39,2/39,5/39,8/39,12,1,合格
2755,201721030049,金融学院,金融学,金融1701,93.39,94.04,25.92,100,74.14/111,3/111,1/111,2/111,6/111,25/111,2/111,26,26,合格
2756,201721060349,金融学院,金融学,金融1702,92.39,92.73,21.90,100,72.38/111,8/111,6/111,1/111,1/111,43/111,17/111,26,26,合格
2757,201721130135,金融学院,金融学,金融1702,94.72,94.58,14.85,100,71.55/111,2/111,5/111,3/111,31/111,15/111,17/111,26,26,合格
2758,201721030012,金融学院,金融学,金融1701,94.96,94.65,9.60,100,70.11/111,1/111,8/111,4/111,21/111,28/111,23/111,26,26,合格
2759,201721030336,金融学院,金融学,金融1701,92.91,92.59,5.70,100,67.81/111,5/111,26/111,7/111,16/111,62/111,23/111,27,27,合格
2760,201721030447,金融学院,金融学,金融1702,90.54,91.84,9.72,100,67.71/111,18/111,25/111,10/111,38/111,2/111,3/111,25,25,合格
2761,201721030023,金融学院,金融学,金融1702,86.70,87.80,16.40,100,67.60/111,53/111,8/111,5/111,28/111,1/111,1/111,25,25,合格
2762,201721030293,金融学院,金融学,金融1701,92.71,92.73,5.20,100,67.55/111,7/111,14/111,43/111,48/111,38/111,7/111,26,26,合格
2763,201721060348,金融学院,金融学,金融1701,92.75,92.50,5.07,100,67.53/111,6/111,26/111,6/111,48/111,54/111,23/111,26,26,合格
2764,201721030236,金融学院,金融学,金融1702,92.28,92.69,5.75,100,67.48/111,9/111,26/111,43/111,2/111,28/111,23/111,26,26,合格
2765,201721030378,金融学院,金融学,金融1701,93.33,93.43,3.35,100,67.34/111,4/111,8/111,43/111,48/111,43/111,23/111,23,23,不合格
2766,201721030396,金融学院,金融学,金融1701,90.55,90.48,6.30,100,66.69/111,17/111,2/111,60/111,38/111,33/111,11/111,25,25,合格
2767,201721030181,金融学院,金融学,金融1701,91.79,91.60,3.68,100,66.59/111,11/111,26/111,19/111,15/111,38/111,23/111,25,25,合格
2768,201721030444,金融学院,金融学,金融1702,92.00,92.08,3.25,100,66.57/111,10/111,26/111,13/111,48/111,50/111,23/111,25,25,合格
2769,201721020049,金融学院,金融学,金融1701,89.96,90.96,6.92,100,66.55/111,22/111,6/111,26/111,12/111,33/111,11/111,27,27,合格
2770,201721030070,金融学院,金融学,金融1701,91.72,91.44,3.30,100,66.44/111,12/111,26/111,43/111,10/111,23/111,23/111,25,25,合格
2771,201721030449,金融学院,金融学,金融1702,91.34,91.27,3.85,100,66.39/111,13/111,26/111,9/111,38/111,50/111,23/111,26,26,合格
2772,201721030342,金融学院,金融学,金融1701,89.32,89.96,6.45,100,66.06/111,28/111,26/111,19/111,3/111,11/111,23/111,25,25,合格
2773,201721030269,金融学院,金融学,金融1701,91.31,91.81,2.72,100,66.04/111,14/111,26/111,63/111,44/111,2/111,23/111,26,26,合格
2774,201721030250,金融学院,金融学,金融1701,91.21,91.96,2.85,100,66.02/111,15/111,26/111,32/111,10/111,62/111,23/111,23,23,合格
2775,201721030331,金融学院,金融学,金融1702,89.41,90.16,5.92,100,65.95/111,26/111,26/111,19/111,7/111,7/111,21/111,25,25,合格
2776,201721030399,金融学院,金融学,金融1702,89.89,90.08,4.95,100,65.92/111,23/111,26/111,32/111,34/111,33/111,7/111,25,25,合格
2777,201721030432,金融学院,金融学,金融1702,91.21,91.20,2.25,100,65.84/111,15/111,26/111,32/111,21/111,62/111,23/111,25,25,合格
2778,201721030390,金融学院,金融学,金融1701,88.80,89.50,5.10,100,65.37/111,30/111,14/111,16/111,14/111,38/111,23/111,24,24,合格
2779,201721030051,金融学院,金融学,金融1701,89.11,89.88,4.20,100,65.27/111,29/111,14/111,13/111,48/111,62/111,23/111,25,25,合格
2780,201721030429,金融学院,金融学,金融1701,88.64,89.04,5.00,100,65.25/111,32/111,14/111,26/111,48/111,5/111,23/111,24,24,合格
2781,201721030305,金融学院,金融学,金融1702,87.69,88.40,6.55,100,65.19/111,40/111,26/111,26/111,34/111,8/111,7/111,25,25,合格
2782,201721030238,金融学院,金融学,金融1701,89.40,90.46,2.85,100,65.03/111,27/111,26/111,32/111,48/111,18/111,23/111,26,26,合格
2783,201721030289,金融学院,金融学,金融1701,90.08,90.69,1.60,100,65.02/111,20/111,26/111,41/111,48/111,50/111,23/111,26,26,合格
2784,201721030272,金融学院,金融学,金融1701,89.67,89.79,2.28,100,65.00/111,24/111,26/111,32/111,24/111,50/111,23/111,24,24,合格
2785,201721030075,金融学院,金融学,金融1701,90.45,90.35,0.70,100,64.96/111,19/111,24/111,80/111,48/111,62/111,23/111,20,20,合格
2786,201721030456,金融学院,金融学,金融1701,87.92,88.88,5.25,100,64.93/111,38/111,26/111,26/111,7/111,32/111,11/111,24,24,合格
2787,201721030062,金融学院,金融学,金融1702,88.76,89.04,3.45,100,64.85/111,31/111,14/111,43/111,48/111,18/111,23/111,25,25,合格
2788,201721030014,金融学院,金融学,金融1702,87.50,88.13,5.68,100,64.83/111,44/111,26/111,18/111,31/111,13/111,11/111,24,24,合格
2789,201721030224,金融学院,金融学,金融1702,90.04,89.96,0.85,100,64.78/111,21/111,26/111,63/111,48/111,43/111,23/111,25,25,合格
2790,201721030475,金融学院,金融学,金融1701,89.64,90.04,1.40,100,64.72/111,25/111,26/111,43/111,48/111,46/111,23/111,23,23,合格
2791,201721030314,金融学院,金融学,金融1701,86.35,87.46,7.02,100,64.60/111,55/111,14/111,26/111,24/111,62/111,6/111,26,26,合格
2792,201721030060,金融学院,金融学,金融1701,88.21,89.96,3.45,100,64.55/111,36/111,26/111,43/111,34/111,6/111,23/111,25,25,合格
2793,201721030003,金融学院,金融学,金融1701,86.74,88.65,6.10,100,64.54/111,52/111,26/111,8/111,28/111,12/111,23/111,26,26,合格
2794,201721030359,金融学院,金融学,金融1701,88.55,88.88,2.52,100,64.46/111,33/111,26/111,26/111,24/111,54/111,23/111,25,25,合格
2795,201721030297,金融学院,金融学,金融1702,88.38,88.40,2.02,100,64.22/111,34/111,26/111,63/111,44/111,13/111,23/111,25,25,合格
2796,201721030119,金融学院,金融学,金融1701,87.04,88.04,4.45,100,64.21/111,48/111,26/111,13/111,21/111,31/111,23/111,26,26,合格
2797,201721030376,金融学院,金融学,金融1702,87.68,88.44,3.30,100,64.21/111,41/111,26/111,43/111,48/111,25/111,11/111,25,25,合格
2798,201721030384,金融学院,金融学,金融1701,87.33,88.58,3.65,100,64.13/111,45/111,14/111,43/111,38/111,62/111,11/111,24,24,合格
2799,201721060588,金融学院,金融学,金融1702,86.07,87.24,5.95,100,64.12/111,57/111,2/111,19/111,48/111,54/111,23/111,25,25,合格
2800,201721030076,金融学院,金融学,金融1702,88.36,88.58,1.62,100,64.08/111,35/111,26/111,42/111,44/111,46/111,23/111,26,26,合格
2801,201721030169,金融学院,金融学,金融1702,86.48,87.76,4.68,100,63.97/111,54/111,26/111,12/111,48/111,15/111,23/111,25,25,合格
2802,201721030225,金融学院,金融学,金融1701,86.04,86.64,5.15,100,63.87/111,58/111,8/111,19/111,38/111,25/111,23/111,25,25,合格
2803,201721030215,金融学院,金融学,金融1701,88.15,88.08,1.20,100,63.84/111,37/111,26/111,43/111,48/111,62/111,23/111,26,26,合格
