序号,学号,性别,民族,学院,专业,班级,荣誉级别,荣誉类型,荣誉名称,颁奖单位,获得荣誉时间
592,1608010121,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1601,校级,团学先进个人,优秀学生通讯员,中南财经政法大学党委宣传部,2019-05-04
593,201721060280,女,汉族,工商管理学院,物流管理,物管1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2018-12-11
594,1613030122,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,院级,团学先进个人,”工程之星“”工程十大学子“（个人）,信息与安全工程学院,2019-04-25
595,1606060110,女,汉族,会计学院（会计硕士专业学位教育中心）,国际会计（中澳班）,国会1601,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
596,201821020042,男,汉族,经济学院,经济学（实验）,经济实验1801,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
597,201721090212,女,汉族,统计与数学学院,经济统计学,经统1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-08
598,201721040044,女,汉族,法学院,法学,外法1702,院级,团学先进个人,法学院-年度综合表彰-个人荣誉称号,法学院,2019-02-01
599,201821040744,女,汉族,法学院,法学类,法1807,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-08
600,201721090201,男,汉族,统计与数学学院,统计学,统计1701,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
601,201721070150,女,土家族,财政税务学院,财政学,财政1701,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-20
602,1603010225,女,汉族,金融学院,金融学（CFA）,CFA1601,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
603,201821050046,男,汉族,刑事司法学院,公安学类,公安1804,校级,优秀学生组织主要负责人,红旗团支部,共青团中南财经政法大学委员会,2019-09-06
604,201821100062,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
605,201821120198,女,汉族,新闻与文化传播学院,新闻传播学类,新闻1803,校级,优秀学生组织主要负责人,红旗团支部,共青团中南财经政法大学委员会,2019-05-04
606,201821110037,男,汉族,外国语学院,外国语言文学类,英语1807,院级,团学先进个人,外国语学院-综合表彰-个人荣誉称号,共青团中南财经政法大学外国语学院分团委,2019-05-04
607,201821250130,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1801,院级,团学先进个人,优秀（先锋）共青团员,各学院（综合表彰）,2019-05-04
608,201721120057,女,汉族,新闻与文化传播学院,数字媒体艺术,媒体1702,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
609,1603080231,男,汉族,金融学院,投资学,投资1602,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
610,201721050003,男,汉族,刑事司法学院,侦查学,侦查1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-07
611,201721040591,女,汉族,法学院,法学,法制1702,院级,团学先进个人,校大运会院级综合表彰,各学院,2018-11-09
612,201721070200,男,汉族,财政税务学院,财政学（中英班）,国财1702,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-02-08
613,201821040658,女,汉族,法学院,法学类,法1813,院级,团学先进个人,校大运会院级综合表彰,各学院,2018-11-09
614,1604000815,女,汉族,法学院,法学,法1608,校级,团学先进个人,模范团干,共青团中南财经政法大学委员会,2019-05-04
615,201821060399,女,汉族,工商管理学院,工商管理类,工商1802,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
616,1611080306,女,汉族,外国语学院,商务英语,商英1603,院级,团学先进个人,外国语学院-综合表彰-个人荣誉称号,共青团中南财经政法大学外国语学院分团委,2019-05-06
617,201821090104,女,汉族,统计与数学学院,经济统计学,经统1801,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
618,201721250083,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1703,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
619,201721030201,女,汉族,金融学院,金融工程,金工1701,院级,团学先进个人,综合表彰之模范团干,各学院,2019-05-04
620,201721080209,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
621,201821040139,女,汉族,法学院,法学类,法1805,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
622,201721130127,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1702,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
623,201721070063,男,汉族,财政税务学院,财政学,财政1703,校级,团学先进个人,优秀大学生艺术团团员,共青团中南财经政法大学委员会,2019-05-04
624,201821130175,男,汉族,法学院,法学类,法1815,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
625,1606070132,女,汉族,工商管理学院,旅游管理,旅游1601,校级,团学先进个人,优秀辅导员助理,中南财经政法大学学生工作部,2019-06-28
626,201821020232,女,汉族,经济学院,经济学（实验）,经济实验1801,校级,团学先进个人,社团活动先进个人,共青团中南财经政法大学委员会,2019-05-25
627,201721100252,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
628,201721070210,女,汉族,财政税务学院,财政学,财政1702,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-01
629,1606010201,男,汉族,工商管理学院,国际经济与贸易,国贸1602,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-02-15
630,201721100063,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,校级,团学先进个人,优秀（先锋）共青团员,共青团中南财经政法大学委员会,2019-05-04
631,201821040244,女,汉族,法学院,法学类,法1815,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
632,201721090146,女,汉族,统计与数学学院,统计学,统计1701,院级,团学先进个人,综合表彰之优秀学生,各学院,2019-05-04
633,1603090105,女,汉族,金融学院,金融工程,金工1601,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
634,201721030248,女,汉族,金融学院,房地产开发与管理,房产1701,校级,优秀学生组织主要负责人,红旗团支部,共青团中南财经政法大学委员会,2019-05-08
635,1604000321,女,汉族,法学院,法学,法1603,院级,团学先进个人,年度综合表彰优秀（十大）法科学子,中南财经政法大学法学院,2018-12-22
636,201721120101,男,汉族,新闻与文化传播学院,数字媒体艺术,媒体1702,院级,团学先进个人,青年马克思主义者培养工程-优秀学员,共青团中央,2018-12-07
637,1607030311,女,汉族,财政税务学院,税收学,税务1603,校级,优秀学生组织主要负责人,红旗团支部,共青团中南财经政法大学委员会,2019-01-27
638,201821030086,女,汉族,法学院,法学类,法1806,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
639,201821040248,男,汉族,法学院,法学类,法1813,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-04-02
640,1604001001,女,汉族,法学院,法学,法1610,院级,团学先进个人,校大运会院级综合表彰,各学院,2018-11-11
641,201729040847,女,蒙古族,法学院,法学,法1710,院级,团学先进个人,法学院-五四表彰-个人荣誉称号,法学院,2019-05-04
642,201721030105,女,汉族,金融学院,工程管理,工程1701,校级,团学先进个人,社团活动先进个人,共青团中南财经政法大学委员会,2019-05-04
643,201821030155,女,汉族,金融学院,金融学类,金融1808,院级,团学先进个人,金融学院-五四表彰-个人荣誉称号,金融学院,2019-05-20
644,1611080117,女,汉族,外国语学院,商务英语,商英1601,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
645,201821030039,女,汉族,金融学院,金融学类,金融1801,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
646,1611060119,女,汉族,外国语学院,法语,法语1601,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-08
647,201721320252,女,汉族,文澜学院,经济管理试验班,经管1702,校级,团学先进个人,社团活动先进个人,共青团中南财经政法大学委员会,2019-05-04
648,201721090204,女,土家族,统计与数学学院,统计学,统计1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
649,201721060385,女,汉族,工商管理学院,国际经济与贸易,国贸1701,院级,团学先进个人,校大运会院级综合表彰,各学院,2018-10-01
650,201821040066,女,汉族,法学院,法学类,法1806,校级,优秀学生组织主要负责人,红旗团支部,共青团中南财经政法大学委员会,2019-05-04
651,201821040244,女,汉族,法学院,法学类,法1815,院级,团学先进个人,法学院-五四表彰-个人荣誉称号,法学院,2019-05-04
652,1613020115,女,汉族,信息与安全工程学院,环境工程,环境1601,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-06
653,201821120097,女,汉族,新闻与文化传播学院,新闻传播学类,新闻1803,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2018-12-30
654,1607010302,女,汉族,财政税务学院,财政学（中英班）,国财1601,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-06
655,201821070071,男,汉族,财政税务学院,财政学类,财政1804,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-15
656,201721070012,女,汉族,财政税务学院,财政学,财政1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
657,201821100185,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-01
658,201721070175,女,汉族,财政税务学院,财政学,财政1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
659,201829080349,女,土家族,会计学院（会计硕士专业学位教育中心）,会计学,会计1804,院级,团学先进个人,优秀（先锋）共青团员,各学院（综合表彰）,2019-05-04
660,1612040335,男,汉族,新闻与文化传播学院,网络与新媒体,网媒1601,校级,团学先进个人,党校党员发展对象培训优秀学员,中共中南财经政法大学委员会党校,2019-09-09
661,1610030101,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-01
